review,vibe
개 맛있음,
"거기에다가 양고기 모듬야채 모듬두부, 건두부 등을 시키면 순식간에 78만원씩 나오게 됩니다",
그런데 매장에서 먹고 싶지 않아요,
혼밥하기도 좋은 분위기,
다른테이블 가림막들도 보니 깨진곳을 모두 테이프로 붙여놨구요,
넓고 얇은 수타면이라 호불호있을수 있지만 짬뽕 맛납니다,
사실 오토시가 가장 맛있다,
10년 전에 처음가서 10명 이상 소개한 식당,
평균 밥을 공짜로 주는가,
바도 있어 혼자 먹고싶을때 가도 될거 같은데,
"술 한병 주문하려다보니 귀찮아서 먹기 싫어지네요주류 판매를 차라리 않하면 좋을 것 같아요 그리고 그릇 , 식기 치워주는건 요청해야 치워주는",
첫 방문이었고 1시간 이상 기다려 들어갔는데 담요가 보여 운영자에게 외부 대기자들이 1시간 이상 기다려 추운데 이 담요를 이용할 수 있던 거였냐고 물으니 그렇답니다,
웨지감자 강추,
"일본, 중국분들도 많이 오시는 맛집입니다",
꿀맛 항정살 목살 맛있음 위스키베이스 주류메뉴 하이볼 새콤달콤함 맛있음,
로제치킨에 파스타면 추가 했는데 저희꺼만 그런건지 원래 그런건진 모르겠지만 치킨자체가 맛이 좀,
홍대서 이색 치킨 먹고싶은신분 추천합니다,
연남파출소 근처 고급 중식당,
음식도 맛있고 직원들이 친절합니다,
약간 호불호가 있을듯 하지만 제입맛엔 잘맞았습니다,
다만 주류가 비싸서 먹다보면 금방 지출이 커질듯,
곤드레밥 맛집,
아주 멋진 분위기이기도 합니다,
가격대는 좀 있는 편입니다,
"그외 황태 뭇국, 샐러드, 김, 어묵볶음을 포함한 갖가지 찬들은 정갈하니 갓 지은 솥밥과의 궁합을 돋구어 줍니다",
오소리 수육세트 주문했는데 오소리국밥은 기대에 못 미쳐요,
"재료의 신선도, 가격 등 마라탕 집 중에선 최고",
나머지도 괜찮구요소개팅이나 사귄지 얼마안된 커플들이 많이 보여요 그런곳으로 좋은것 같아요 다만 안쪽좌석 바닥의 나무가 삐걱거리며 지나다닐때마다 흔들리는건 좀 아쉬워요,
연남 최애,
장소가 협소에 주차는 조금 불편할 수 있음 테이블 간격이 넓지 않고 고기맛에 충실한 곳,
"간, 맛, 고기의 부드러움",
그렇다고 참치자체가 맛있냐라고 물어보면 그것도 아니었구요,
그리고 요리가 다 정성스러워요,
오리나베도 추운날은 강추예요,
맛있음 양이 많은편이 아니니 되도록 곱배기 시키세요,
매운 국밥 짬봉 시즈닝을 넣었는지 짬뽕맛이남 맵긴 매운데 이럴거면 짬뽕먹지,
황곱 모듬구이2인분 시켜서 먹었는뎅 엄청 푸짐하게 잘 나와요,
체인점 내주세요,
꼭 해봐,
사장님이 다 구워주시는데 친절하시네요,
암튼 신촌 대부분 음식점들이 별로지만 여긴 그냥 번듯한 외괸하나빼곤 모든게 최악이었습니다,
맛있고 가성비 좋아요 남자들 먹기는 양이 좀 아쉬운듯 그래서 곱배기가 있었나보네요,
맛있자나,
"쓰레기 재료관리도못함, 아까워서인지 뭔지, 쿠쿠가 더나음",
정성이 느껴짐,
음식은 훌륭했습니다,
8인가하는데 1,
일본에서처럼 맛있는 라멘,
꼭 가세요,
우동 별로 안 좋아하는데 여기 우동은 예외임,
"천엽, 힘줄 등 다양해서 좋았어요",
고등어구이도 짭쪼롬,
다소비싼듯한데 꼬치는 맛이 훌륭했음,
대부분의 부위가 기름이 많은 부위로 한국인이 좋아하는 스타일의 코기맛,
맛을 기억합니다,
도우가 아주 담백하였다,
맛 훌륭,
메뉴는 읽기 쉬웠고 가격은 받는 음식의 양에 비해 훌륭했습니다,
0 4,
계절과 날씨에 상관없이 언제든 가고 싶은 곳이고요,
김치맛집,
꿔바로우 가격도 저렴하고 맛잇음,
곱창전골 먹고 갔는데 맛있어서 이번에 대창 떡볶이 먹으로 왔습니다 홍대에서 맛집으로 추천합니다,
티라미수 고구마있는데 티라미수 진짜 맛있어요 다른 부페 케익 절대생각하지마세요,
보통 정도로 맵기했는데도 좀 매웠어요 맛은 그럭저럭 괜찮았습니다,
연남동에 위치한 중화복춘 걷다걷다 외관이 왠지 맛나게 느껴져 들어간곳 골목길에서 주방안이 다들여다보이고 주방에 계신분들도 깨끗하게 흰옷을 입으시고 서빙보시는 분들도 친절하고 깔끔하게 가운을 입고있다 그닥 그지않은 가게지만 테이블은 꽤있다 반지하임에도 반지하같지않은 느낌이다 기본찬도 맛나고 짬뽕두 얼큰하지 맛나다 게살밥은 좀 실망 게살이 눈에 잘보이지가 않았다 게살밥은 별로 추천하고 싶진않다 흰짬뽕두 맛나다 5만원으로 회원가입하면 평생 주류포함 모든 음식을 20 해준다는거 나두 하려다 얼마나갈까 싶어 이번엔 패쑤 여튼 만나게잘묵었당,
테이블이 조금 작았던 것이 좀 아쉽네요,
조리하시는직원이 마스크한번씩벗고 얘기하면서 조리해서 조금불안했네요,
건강한 맛이예요,
미용실 사장님과 거기 계시던 남자 손님의 강추로 갔었음,
스프카레가 저한테는 그닥야채 특히 브로코리 당근은 먹을만합니다,
특히 교자가 특이하게 중국느낌인듯 아닌듯 괜찮네요 ,
닭육수라멘이라 나름 특이합니다,
정말 비추다,
리뷰 보고 망설였는데,
앞으로 한식의 세계화로 본받을만 합니다,
웨이팅 각오하고 가야함 돼지류 다 마시씀,
이유를 물으니 현장 대기하는 번호를 세어서 그수가 10이라 한시간이라고 말했다는것이다,
이런 식당들이 많아졌으면 좋겠내요,
파이탄 쇼유 라멘 차슈,
차슈는 얇은 편인데 무타히로처럼 비교적 차가운 편이면서 따뜻히서 촉촉하거나 하진 않고 후추의 향이 적당히 좋아 나름의 매력이 있고 닭고기차슈는 수비드 조리되서 역시나 두꺼운 편은 아닌데 흔한 퍽퍽한 식감이 아니고 나름 부드럽게 쫄깃한 식감이 좋음,
담백한 맛입니다,
다른 메뉴는 맛있으려나,
동보성특밥 먹었어요,
"우리가 처음 갔을 때, 우리는 텄다는 사실을 알게 되었고 결국 각각 주문했습니다",
역시 소곱창은 홍대점 황곱을 따라갈 수가 없네요,
가격으로 보면 가성비가 떨어지진 않음,
치킨이 나오면 점원이 맛있게 먹는 법을 알려준다 먼저 떡이 익어서 바로 먹을 수 있다 떡이 부드럽고 쫄깃하다,
파이널 판타지 14를 플레이하는 유저들이 많이 오다 보니 파판14 위주로 연주해 주신다,
좋은 숯에 직원이 구워준다,
패밀리 세트 먹었는데 1인 26700원 퀄리티는 아니었음 걍 평범한 동네스시집보다 못한 처참함,
뭐 무튼 만족스러웠습니다,
하지만 김치찜 같은 집밥류는 모든 이들에게 보편적인 맛이 더 의미가 있는 것 같다,
가격은 주변에 비하면 좋은듯하네요,
야키톤이 맛있는데,
이자카야라고 생각을 하면 가벼운 안주를 생각하기엔 조금 무거운 편,
덜매운맛 매운맛 있는데 엽떡을 잘드신다면 매운맛 엽떡보단 덜매움 못드시면 덜매운맛으로 시키세요,
비싸지만 조금 푸짐하고 맛있어요,
매우 맛있음,
대방어 오랜만에 먹어서 맛있게 잘먹었습니다 밑반찬들도 좋네요,
가성비도 나쁘지않고 무난한 맛,
"감자, 계란이 있을만도 하지만 반찬도 다 장아찌류의 짠 반찬들이었다",
여기 처음 온 제가봐도 사진처럼 차이나면 한눈에 알아봅니다 가게의 잘못으로 화난 손님 옆에서 힘들다고 위로받는 촌극을 보여주신것도 잘 봤습니다 아주 기대하고 갔다가 아주 불쾌한 경험 하고가네요 감사합니다,
예약은 불 필요했다,
다음에 또 가고싶다,
잦담할수있죠 근데 왜 계산하려는 사람 앞에두고 바쁜척을 하나요 익히 중국에서 서비스로 성공한 브랜드로 알고 있는데 손님보다 직원끼리 잡담이 중요한가보네요,
혼자 외식을 좋아하는 내성적인 사람이라면 여기가 딱 좋은 곳 나는 혼자 먹는 걸 좋아한다,
다음엔 중자 먹어야지,
토핑도 마음대로 고르는 점도 매우 좋음,
일행이 다 와야 입장 가능함,
커플기준 라지사이즈로 충분한듯,
같이 주시는 오뎅탕도 별미였어요,
고기는 맛있었음,
"국물 맛은 깔끔하고, 고기맛도 좋지만 양이적다",
처음 와봤는데 곱창 존맛탱 서비스로 주는 국물도 맛있어요,
새우젓 1스푼 반,
밥과 술을 함께하기엔 괜찮으나 주종이 다양하지않음소주는 전통주로 다양한 선택지가 있지만 맥주가 1종뿐,
채수로 주문가능함 마라샹궈도 채식으로 주문 가능,
"제대로 구워진 스테이크가 맛없긴 힘들고, 특제소스를 뿌리면 스테이크 소스보다는 옅지만 그래도 고기만 먹는것보단 다양한 풍미를 느끼게 해줍니다",
가격은 약간 있지만 깔끔하고 맛있어요,
냄새 없어 부담없이 먹을수 있어요,
허나,
깔끔하고 인테리어도 예뻐요 처음에 작은 곳에서 오픈했을 때부터 갔었는데 가게 이전하고 주인이 바뀌었더라구요 오픈 테라스도 있어서 야외에도 좌석이 있구요 와인이며 스테이크 파스타 류도 있어요 분위기 있는 곳 좋아하시는 분들 좋아하실 거예요,
저렴하게 먹을 수 있는 베트남 음식,
이때껏 새우튀김을 젓가락으로 집어 올렸을때 중심을 고수했는데 이 새우튀김은 들어올리면 무게때문에 쳐져요,
포 식당들이나 에머이 등등 잘 알려진 베트남 음식 체인들보다 맛이 떨어짐,
"다회 방문하였습니다 블랙라멘이 특히 인상깊은 곳 먹으면 먹을수록 생각나는 특별함, 후추향과 죽순 면 차슈 모든게 생각나는 라멘",
그때도 뭐 기분 나쁜 일이 있으신가보다 하고 말았습니다,
맛이 괜찮네요,
주말 9시 55분에 도착했는데 11시 10분20분쯤 들어갔어요 웨이팅 길어요 음식은 뭐 최고죠,
좋았어요 실외가 탁트여서 좋음,
"홍대에서 1차 달리고, 여기오는데, 올때마다 나쁘지 않았어요",
고기를 다 구워주셔서 먹기 편하고 직원분도 넘 친절해요 밑반찬도 깔끔하게 나와서 만족스런 식사였어요,
정식으로 먹으면 수육나오니 든든하게 소주한병가능,
만두를 매우 좋아하는데 이제까지의 만두 맛과 전혀 다른 만두네요,
닭튀김은 일본본토에서 먹는 그 염지된 닭다리살을 투박하게 튀겨낸 그 가라아게 느낌 그대로다,
무난한 국밥집 주변대비 좋은편,
"스테이크 정식은 밥, 찬 파스타면, 소스, 샐러드, 스테이크가 같이 나오는데 조합이 괜찮습니다",
"면 종류, 기본토핑도 선택할 수 있고 다만 음악도 정신없고, 분위기도",
두번째 방문인데 갈때마다 너무 맛있어용 구성도 알차구 고기도 정말 맛있습니다,
학생때부터 단골로 자주 찾고있는데 변함없이 좋네요,
진짜 엄청맛있고 직원분들도 모두친절하셔요,
그럼에도 불구하고 맛있음 매운맛도 약함,
별 한개도 아깝네요,
국물이 짜지 않으면서도 진하구 맛있어요 오늘은 금요일 5시쯤에 갔는데 웨이팅없이 들어갔어요 다만 매장이 너무 더워서 오래 있기는 좀 힘들었습니다,
"김치찜,김치찌개 맛나요",
맛도 직원들의 친절도도 최고,
그냥 저냥,
군만두 세번먹으세요,
분위기도 좋고 음식맛도 맛있고 가격도 합리적임 뭐하세요,
바깥으로 큰 창이 나 있어서 환기도 잘 되고 날이 좋을 때 분위기가 좋아요 ,
사장님께서 알고 계셔야할 것 같아 남깁니다,
"가격대비 품질, 구성 모두 좋으며 재방문 의사도 충분함",
음식은 괞찮은데 가격이,
저는 순대를 좋아하지 않아서 고기국밥으로 먹는데 같이 가는 친구들은 순대국밥도 괜찮다고 함,
맛있어요 피자와 함께 윙날개를 잘하는집,
우선 가격이 싸긴 진짜 싸다,
원문 1,
친절하고 비싸고 맛있다,
오차즈케 맛있어요,
식당에 울리는 피아노소리와 맛있는 식사,
친구들과 소주하기 좋은 곳,
언제와도 너무 맛있어요,
오픈전에 가서 대기명단에 인원과 메뉴를 적고 기다렸고 11시30분 바로 자리안내받았습니다,
매운데 셀프반찬이랑 마요네즈잔뜩넣어서 같이먹으면 맛나는곳이죠,
가격도 크게 비싼 편은 아닙니다,
맛나게 먹었어요,
맛있는 음식,
맛자체가 삼삼하거든요,
다만 밥만큼은 매우 훌륭,
토핑도 푸짐하고 배불러요 그리고 모 아이돌그룹 팬분들이 많이 오시는 듯 합니다,
저는 훠궈 강력추천 재료들로 듬뿍 담았어요 원하는 음식을 더욱 제대로 맛볼 수 있는 팁,
사장님이 맛있고 음식이 매력있네요,
로제치킨,
여러가지 맛을 나눠 넣을 수도 있고 대체적으로 맛있었다,
면 종류를 고를수 있게 해줘서 은근 기대했는데 생각보단 면이 조금 맛이 부족한 느낌입니다,
그냥 가격이 비싼 음식,
다음번에는 제육을 먹어야할 것 같다,
스프카레 또한 밥과 잘 섞이는 느낌보다는 그냥 따로 먹는데 잘 맞긴 하는 그런 맛입니다,
큽니다,
8배,
일식 같은 느낌이었습니다,
환경 홍대입구 경의선전철역에서 5분거리 위치하며 먹자골목으로 이동인구가 많고 다소 많음 테이블 5개 정도와 12인석 바로 구성되어 있음 사람이 금방풀 인원이 되고 여성이 좋아하는곳 2,
설익은 밥이 나옴,
맛도 그렇고 서비스도 그렇고 저는 이 가게 다시는 안 갈 갓 같습니다,
평일을 노리자,
"삿포로 스아게에는 못미치는 맛,,, 일본이어서 그랬던걸까 여기가 못만드는걸까",
타래소스를 넣어 먹는 기분,
너무 시끄러워서 싫었음,
김치찜에 당면넣고 감자전과 함께 먹으니 너무 환상적이네요,
색다른 맛의 특별한 저녁이었습니다,
찬 바람부는날 가기좋아요,
"검은 기름 떨어지는 후드, 유통기한 경과된 제품 사용해 제조년월일 표시도 안돼 있어주방 위생상태 엉망진창 저번주에 먹었는데, 와씨 분노가 치밀어오른다",
가격은 곱창집이라 비싼 편이니 참고하시기 바람,
꿔바로우 찹쌀탕수육처럼 쫄깃하고 바삭합니다,
정말 맛 가격 모든것이 최고인 곳입니다 모든 재료 식기 위생 정말 정직하게 하시는 곳이라 맛이 없을수가 없는곳 이예요 가깝다면 정말 자주가고 싶은 곳입니다,
이곳 회통령을 알고난후 앞으로 자주 이용할것같음,
고맙습니다,
양장피랑 깐쇼새우랑 짜장면,
서빙 크기는 엄청납니다,
"냉면이 먹고싶어서 우연히 들른 가게인데, 까다로운 내 입맛에도 이었음 사장님도 너무 친절하심 한 가지 걱정되는게 있다면 워낙 구석진 곳에 있기도 하고 평냉 자체가 매니아들만 먹는 음식이라 손님이 많이 없음 제발 이 리뷰를 보고 다들 먹으러 가시길 바람 평냉 특유의 슴슴한 육수 맛이 싫다면 비냉 강추함 양념이 너무 달지도 자극적이지도 않고 고소하고 매콤하니 딱 좋음",
당분간 소유라멘은 여기서,
부분적으로 짠부분이 있었는데 미역만 유독짬 왜짠지 잘 모르겠음,
"2인 방문하여 84,000 지출 모듬2,곱1, 주류3병",
야채의 크기가 빈약해서 아쉽다,
간은 조금 센편이라 맥주랑 먹기에 적합했습니다,
매운맛 쭈꾸미 볶음 정말 맛있어요,
나름 대기업 프랜차이즈인데 청결상태가 불량해서 재방문하고 싶지 않습니다,
작은 가게에서 10명도 넣으면 가득,
브런치구성도 단조롭고 클럽샌드위치도 뻑뻑해요 내부보단 외부분위기 때문에 비싼건가,
면은 중면 굵기로 식감이 좋고 쉽게 퍼지지 않아 끝까지 깔끔한 스프를 즐길 수 있다,
비빔먹었는데 맛은 있지만 뭔가 조금 아쉬운맘이 드는건 뭔지 모르겠음,
고기 괜찮음,
고기 씹는 맛을 터프하게 즐길 수 있다,
다양한 재료를 골라 맛볼 수 있는 신박한 시스템의 마라탕집,
가격대비 양에서 조금 아쉬운부분이있어요,
환경 홍대입구 메인거리에 있어 상당히 가깝다 2,
고춧가루 묻어있어요,
소소하다,
찬찬히 면발들이 흐르고 축축해진 바지가 보일때쯤 고통을 느꼈습니다,
데이트 식사코스로 강추,
아 존맛,
만두 외 요리는 비추에요,
미소가지정식 리뷰에 누가 추천해서 먹었는데 후회없읍니다,
와 정말 맛있게 먹었습니다 제가 고기를 너무 좋아해서,
개인적으로 제일 좋아하는건,
일단 가격이 엄청 착하고 맛있어요,
대만식 중식의 신세계,
대존맛,
가성비가 매우매우매우 좋은 곳,
진한 국물맛이 아주 좋습니다,
오오,
느끼하지 않지 않고 깔끔한 만두 그러나 만두피가 조금 두꺼운듯,
조금 짯어요 근데 맛있어요,
"곱창도 신선하고, 웨이팅 하는 곳에 난로가 있어 춥지않네요, 인테리어도 깔끔하고 분위기 있어요",
규카츠가 맛있는곳,
다동 남포면옥이나 대전 숯골원이 연상되기도하다,
홍콩에서 먹은 딤섬보다 훨 맛남,
보통 음식점에 있는 옷 보관 하는 비닐도 없는 것 같아요,
설거지한후에 마른타올로 컵 물기를 재거를하던데 타올관리를 잘해야할것같아요,
저렴한 등심이나 안심같은 부위를 사용하지 않기 때문에 고기 맛이 스테이크 전문점에 비할 바는 아니나 잡내를 최소화 시키는 양념과 조리로 가성비 좋은 맛을 내는 점이 인기의 비결이라고 생각합니다,
두그릇 뚝딱,
점심때가면 자주 재료소진으로 메뉴가 한정적일때가 있지만 그만큼 인기있고 맛있는 음식점이라 생각합니다,
따뜻하고 든든한 한 끼를 먹을 수 있어 좋은 곳,
분위기 좋음,
옛날 느낌 뿜뿜이라기 보단 뭔가 빛이 바래서 사라져 가는 느낌의 푸드코트에서 여전히 상냥하게 손님을 대하시면서 정성스럽게 음식을 준비하시는 사장님을 뵈니 뭔가 목이 매는 느낌이었어서 만두는 별로여서 다시 찾진 않을 것 같지만 근처에 왔을때 꼭 물냉면이 아니더라도 내가 좋아하는 비빔냉면이 생각나면 들러서 맛보고 싶고 응원하고 싶은 생각이 든 방문이어서 맛있다로,
부슬비 오는날 예약까지 하고 처음 방문을 한 날,
202120,
가게 입구에 설치된 키오스크에서 맛보고 싶었던 츠케멘을 주문한 후 사장님께 츠케지루를 좀 진하게 부탁드린다고 말씀드리니 닷찌석 안쪽에 앉아 있던 손님들 사이에서 진하게,
맛은 배고플때 가면 혓바닥 데임,
꼭 다시 와야 하고 계속 와야 하구 꼭 먹어 봐야 하고 심봤다 냉면 별5개도 모자람,
차슈는 생각보다 다른 맛이지만 실망할 맛은 아닙니다,
1987 브랜드 특성상 그냥 적당한 퀄리티일 거라 예상했는데 그보다 상회함,
"한국 식당 78할이 그렇긴 하지만, 여느 식당과 같이 식기 설거지가 개판",
평범한 주꾸미볶음 맛입니다,
저희는 셋이서 퀘사디아 2개 타코1개 감자튀김 1개 과카몰리 1개 시켜서 싹쓸하고 왔어요,
맛있게 먹었지만 크게 기대하실정도는 아닙니다,
샤오롱바오 맛이 특히 기똥참,
춘장맛,
그것은 가치가 없어,
"좋은 음식, 좋은 서비스",
싶은 공간에 가게가 있음 그래도 참 맛있음,
소개팅 성지인가봄 소개팅 하는 분들 매우 많더라,
짜증날 뻔했는데,
저렴한 가격에 다양한 부위를 숯불향으로 즐겨보세요,
서로 다른 맛 사이에서 주문을 분할하여 활용하십시오,
음식은 가격대비 무난한 편인것 같습니다,
친절서비스,
갈릭소스에 피자를 찍어먹으면 환상입니다,
백짬뽕,
한입에 와할정도는 아니나 가성비 괜찮은 집,
그닥 비추합니다 면이 수타인데 쫄깃하지않아요 면이 수제비느낌,
가끔 혼자금 먹는 라멘집입니다,
한국에서 일본라멘집의 맛을 제대로 살린 집 추천,
"그리고 4가지 꼬치를 먹어봤는데, 갈매기살과 동설이 맛잇엇어요",
곱빼기입니다,
프라이드 닭튀김이 지겹다면 한번쯤은 찾아도 좋습니다,
10000원의 정식을 먹었습니다,
매콤하구 볶음밥이 진짜 맛있어요 국물있는 쭈꾸미볶음입니다 맵기가 신라면보다 매워요 약간 엽떡 매운맛과 같은 느낌,
후라이드 치킨 수정이 필요한 경우 적극 권장합니다,
한입먹고 음식물쓰레기 행,
직원들은 너무 사랑스럽고 환영했습니다,
먹고 나오니 열분정도 또기다리고있었고요 가게가 작고 주문후조리하기때문에 대기음식나오는시간먹는시간 오래걸리기때문에 시간여유갖고가야돼요,
"고수 빼달라고 했는데 고수가 들어있어서 별 하나 뺐습니당 비프퀘사디아 먹었는데 또띠아는 바삭바삭 따끈하고 맛있었어요 타코, 부리또, 화이타 등등 다양한 메뉴가 있어요 맥주와 가볍게 식사하기 좋은 곳입니다",
마늘간장치킨이 맛있다,
쭈꾸미 좋아하시면 꼭 가보세요,
연남 합정 특성상 주차가 용의치 않습니다,
음식 맛이 좋은 반면 양이 좀 적은 느낌이네요,
순댓국밥 중에서 엄청 깨끗한 편이지만최소한 외관상 가격이 8000원부터라 싸지는 않습니다,
쾌적하고 깔끔했다,
한동안 라멘은 안먹다가 여기서 소유 한그릇 하고 홍대 라멘 투어를 시작했었다,
고기맛은 느낄수도 없음,
벤또 맛 평범하게 맛나요,
친절하십니댱,
이 가격대에 이 퀄리티는 다른곳는 없음,
그 외에는 나쁘지 않습니다,
이정도 돈을 써야할 정도의 가격일까,
홍탕은 너무 매웠지만 맛도 좋고 서비스도 좋으나 가격이 사악해서 자주 갈수없는 곳,
사장님 건강하시고 항상 맛있는라멘 너무 감사합니다 진심을 담아서,
아무튼 메뉴가 많이 줄었네요,
세트메뉴 주문시 사리는 따로 가져다 주셨으면 더 좋았을 거에요,
다시 가야겠다는 생각이 드는 몇 안되는 라멘집 중 하나,
하카타나카 정식과 나스미소정식 슴슴한 채소볶음 맛있고 계란말이 추천추천 가지반찬 또한 굿,
단,
그러나 모든 메뉴가 전반적으로 단맛이 섞여있다는 점이 조금 아쉽습니다,
가정식이라고 하기에는 약간 비싼 편이지만 단아하고 정갈한 일본식 음식들을 맛볼 수 있어요,
다른횟집에는 없는 방어 머리회도 저렴하게 즐길수 있어요,
맛은 있으나 손님이 많을때는 너무 정신이 없음,
가격대가 있는 편이지만 깔끔하고 분위기 있음,
예약필수,
결국 하나씩 나누어 먹었는데 다이닝랩이라는 이름과는 맞지않는 좋지 못한 경험인것 같았습니다,
더웟어요,
양이 조금 안차긴 한데 맛있었어요,
김치찜은 개춘 참치김치찌개는 별루,
고기도 두툼하고 김치찌개도 너무 맛있어요,
좋았어요 분위기도 좋고 무엇보다 음식이 바로 나와 뜨거워서 더 맛있었던 것 같아요,
일요일 40분 기다려서 먹음,
전에 이름 바뀌기 전에도 와봤는데 예전만 못한 느낌이었어요 조금 아쉽네요 화장실 앞 자리는 코너라고 넘 지저분해요 정리정돈이 안된 느낌,
원문 10000 5000 10 ,
착한 가격,
좋은 양의 샐러드가 여기에 제공됩니다,
"리코타 샐러드는 안에 들어있는 새우가 참 맛있었고, 스테이크 코스의 전채, 수프 다 좋았습니다",
점심에 함바그 런치세트를 먹었어요 소바가 온소바였는데 맛있던 것에 비해 함박스테이크는 다소 평범했어요 다음에 온다면 소바를 다시 먹어봐야겠어요 다시 방문하여 토마토냉소바를 먹었는데 너무 새콤해서 아쉬웠어요 ,
와인 안주로 나오는 견과류가 눅눅해서 그부분은 조금 아쉬웠습니다,
비교를 위해 가케우동도 먹어봤는데 붓카케 우동이 압도적으로 맛있습니다,
몇년째 다니고 있는 홍스입니다,
더워서 혼났음,
"직원 서비스 지적이 많았으나, 크게 거슬릴정도는 아니였지만 천장에서 물이 떨어지고, 카운터뒤 싱크대에 물때가 있고 지저분합니다",
계란후라이를 해먹을수있어서 좋아요,
휴대폰 두고 나왔는데 그대로 있었음,
개인적으로 일본에서 참 맛있게 먹은 경험이 있어 많은 기대가 있었던 식당입니다,
모든것이 보통 만족한다면 훌륭하다,
닭육수에서,
새우장 좋아하면 드세요,
줄기다리는거 기본 1시간잡아야하지만 존맛 리코타치즈팬케이크세트추천,
닭육수 베이스의 라멘이다 맛있고 가게 느낌이 좋다,
이 레스토랑을 적극 추천합니다,
오소리 주문했어야 하나보다,
주인아저씨도 친절해요,
가격대비 맛도 좋고 오픈키친이라 바로 음식이 나와 좋음,
양이 좀 적은데 맛있어요 ,
친구가 돈을 내겠다고 해서 밖에서 기다리고 싶었다,
고기도 맛있고 저렴해요,
샤브샤브외에 야채가 무한인 것도 좋아요,
정갈하고 정성이 담긴 음식,
편의점 라면을 추천함,
언뜻 먹기가 쉽지않을꺼에요,
홀서빙하시는분이 마실물이나 차부터 시작해서 추천메뉴와 나가기전 구석인데도 찾아와주어서 감사하다는 말씀까지 해주셔서 되려 내가 감사했다,
쭈꾸미도 맛있긴 한데 꼭 알마니볶음밥을 먹어야되요 그게 진짜 맛있어요,
물 휴지 셀프인데 가게 통로가 좁아서 가지러 가기도 힘들고,
나쁘지 않음,
한정판이라 하여 다소의 망설임 속에 주문했는데,
아침 오픈시간에 딱 맞추어 가서 간발의 차이로 마지막 자리에 앉았는데 이후에도 바로 웨이팅 줄이 길게 늘어서서 역시 소문만큼 인기있는 카페임을 실감했습니다,
프랑스 가정식 같음,
오이냉국이 맛있음 3,
여러분들도 꼭 들러보셔요,
혼대의 번잡한 거리에서 떨어진 이 레스토랑은 우리가 먹어본 최고의 프라이드 치킨으로 우리를 즐겁게 놀라게 했습니다,
고기가 얇은 삼겹살입니다,
무난한 초밥집,
일본어가 컨셉이지만 한국어로 다 말하고 추임세만 일본어 쓰는게 개그 포인트 실례가 될 수 있겠지만 직원 분들 일본어 발음이 상당히 안좋다고 느꼈음,
해서 별하나 뺌,
처음 가면 따뜻한 차와 차가운 물 중에 무엇을 마시겠느냐고 굉장히 친절하게 여쭤봐주시고 식사하는 내내 손님들 반응을 지켜보며 맛있게 먹는 법이라든지,
처음갔을때 나름 만족했던 것 같은데 5달 전쯤 방문했을때 2인 5만원 가량 지불해서 먹었는데 별로인 음식도 많아서 중간중간 벌칙이었습니다,
직원들이 중재를 해줘도 피시더라구요,
육향 진한 돈코츠를 좋아하지만 끝맛이 좋은 돼지맛은 아닌듯,
주류가 5000원인건 조금 아쉽다,
메뉴 추가 주문했을때 불판셋팅을 새로 깔아준점은 칭찬할만하다,
"한어때, 쪼끼끼, 와와라 온 줄 알았네",
한입 먹자마자 퍼지는 자극적인 맛과 향이 이곳의 가치를 증명해 주는 듯 합니다,
최상급의 라면국물맛을 볼 수 있습니다,
"면종류, 재료양 등을 고를 수 있는게 좋았습니다 맛도 훌륭하고요 재방문해서 다른 면도 먹고싶네요",
정갈하고 좋으나 이프로 부족한 느낌,
좋은 음식과 서비스,
나중에 사장님께서 따로 연락왔는데 설거지하다 붙은거라고 죄송하다고 하셨다,
간장새우덮밥이 유명하다는데 가위로 잘라먹어야되서 사람에 따라 불편하다 느낄 수도 있음,
"블랙라멘, 마제소바 블랙라멘은 닭맛간장맛이 많이 났고 가장 맛있었다",
재방문 의사 충만함,
서울에서 8000원에 소고기수육2점 올려주는 곳은 여기말곤 없을듯,
직원들은 친절해요,
지하실에 앉았다,
직원들은 엄청 친절하다,
"새우 플러스 돼지고기, 닭고기, 버섯 각각 먹었는데, 맛있어요",
한식을 세련되게 만듭니다,
정말정말 맛있어요,
김치부대찌게 맛없음,
국물이 있는 카레,
"특상, 특선, 특미 가게 분위기가 약간 허름하게 느껴질 수 있지만 맛은 보장됩니다",
신매뉴도 없어지고,
그냥 그런 흔한 음식점,
요즘엔 외국인들도 많이오던데,
"삶은 닭다리 카레의 닭은 넓적다리까지 붙은 장각인데, 좀 퍽퍽한 편이다",
두툼하고 식감좋은 숙성회에 사이드 메뉴도 안주로 아주 좋아요,
분위기와 서비스가 좋음,
자주갑니다 사람많구요,
"면의 익힘정도가 적당해 식감이 너무 좋았고, 국물이 깔끔했어요",
24리라 좋음,
굉장히 맛있어요,
마라반은 쓰고 마라탕운 소소,
내 인생 최고의 프라이드 치킨 집에서 만든 단무지와 함께 프렌치 키스,
뷔페에 날파리 날아다님,
레알 존맛탱 진짜 수많은 고깃집을 가봤지만,
기분나쁜일이라도 있었는지 사람 무안할정도로 뚱한표정으로 틱틱대듯이 대답해주시는데 내가 돈을내고 먹는지 안판다는거 억지로 사먹는건지 알수가 없더라구요,
"사람에 따라 호불호가 갈리겠지만, 음식 맛을 좋아하는 사람은 없을 듯",
근데 몇군데 말고는 냉방이 안되어서,
